#,Experience type
274,MediumSlow
275,MediumSlow
276,MediumSlow
277,MediumSlow
278,MediumFast
279,MediumFast
280,Slow
281,Slow
282,Slow
283,MediumFast
284,MediumFast
285,Fluctuating
286,Fluctuating
287,Slow
288,Slow
289,Slow
290,Erratic
291,Erratic
292,Erratic
293,MediumSlow
294,MediumSlow
295,MediumSlow
296,Fluctuating
297,Fluctuating
298,Fast
299,MediumFast
300,Fast
301,Fast
302,MediumSlow
303,Fast
304,Slow
305,Slow
306,Slow
307,MediumFast
308,MediumFast
309,Slow
310,Slow
311,MediumFast
312,MediumFast
313,Erratic
314,Fluctuating
315,MediumSlow
316,Fluctuating
317,Fluctuating
318,Slow
319,Slow
320,Fluctuating
321,Fluctuating
322,MediumFast
323,MediumFast
324,MediumFast
325,Fast
326,Fast
327,Fast
328,MediumSlow
329,MediumSlow
330,MediumSlow
331,MediumSlow
332,MediumSlow
333,Erratic
334,Erratic
335,Erratic
336,Fluctuating
337,Fast
338,Fast
339,MediumFast
340,MediumFast
341,Fluctuating
342,Fluctuating
343,MediumFast
344,MediumFast
345,Erratic
346,Erratic
347,Erratic
348,Erratic
349,Erratic
350,Erratic
351,MediumFast
352,MediumSlow
353,Fast
354,Fast
355,Fast
356,Fast
357,Slow
358,Fast
359,MediumSlow
360,MediumFast
361,MediumFast
362,MediumFast
363,MediumSlow
364,MediumSlow
365,MediumSlow
366,Erratic
367,Erratic
368,Erratic
369,Slow
370,Fast
371,Slow
372,Slow
373,Slow
374,Slow
375,Slow
376,Slow
377,Slow
378,Slow
379,Slow
380,Slow
381,Slow
382,Slow
383,Slow
384,Slow
385,Slow
386,Slow
387,MediumSlow
388,MediumSlow
389,MediumSlow
390,MediumSlow
391,MediumSlow
392,MediumSlow
393,MediumSlow
394,MediumSlow
395,MediumSlow
396,MediumSlow
397,MediumSlow
398,MediumSlow
399,MediumFast
400,MediumFast
401,MediumSlow
402,MediumSlow
403,MediumSlow
404,MediumSlow
405,MediumSlow
406,MediumSlow
407,MediumSlow
408,Erratic
409,Erratic
410,Erratic
411,Erratic
412,MediumFast
413,MediumFast
414,MediumFast
415,MediumSlow
416,MediumSlow
417,MediumFast
418,MediumFast
419,MediumFast
420,MediumFast
421,MediumFast
422,MediumFast
423,MediumFast
424,Fast
425,Fluctuating
426,Fluctuating
427,MediumFast
428,MediumFast
429,Fast
430,MediumSlow
431,Fast
432,Fast
433,Fast
434,MediumFast
435,MediumFast
436,MediumFast
437,MediumFast
438,MediumFast
439,MediumFast
440,Fast
441,MediumSlow
442,MediumFast
443,Slow
444,Slow
445,Slow
446,Slow
447,MediumSlow
448,MediumSlow
449,Slow
450,Slow
451,Slow
452,Slow
453,MediumFast
454,MediumFast
455,Slow
456,Erratic
457,Erratic
458,Slow
459,Slow
460,Slow
461,MediumSlow
462,MediumFast
463,MediumFast
464,Slow
465,MediumFast
466,MediumFast
467,MediumFast
468,Fast
469,MediumFast
470,MediumFast
471,MediumFast
472,MediumSlow
473,Slow
474,MediumFast
475,Slow
476,MediumFast
477,Fast
478,MediumFast
479,MediumFast
480,Slow
481,Slow
482,Slow
483,Slow
484,Slow
485,Slow
486,Slow
487,Slow
488,Slow
489,Slow
490,Slow
491,Slow
492,MediumSlow
493,Slow
494,Slow
495,MediumSlow
496,MediumSlow
497,MediumSlow
498,MediumSlow
499,MediumSlow
500,MediumSlow
501,MediumSlow
502,MediumSlow
503,MediumSlow
504,MediumFast
505,MediumFast
506,MediumSlow
507,MediumSlow
508,MediumSlow
509,MediumFast
510,MediumFast
511,MediumFast
512,MediumFast
513,MediumFast
514,MediumFast
515,MediumFast
516,MediumFast
517,Fast
518,Fast
519,MediumSlow
520,MediumSlow
521,MediumSlow
522,MediumFast
523,MediumFast
524,MediumSlow
525,MediumSlow
526,MediumSlow
527,MediumFast
528,MediumFast
529,MediumFast
530,MediumFast
531,Fast
532,MediumSlow
533,MediumSlow
534,MediumSlow
535,MediumSlow
536,MediumSlow
537,MediumSlow
538,MediumFast
539,MediumFast
540,MediumSlow
541,MediumSlow
542,MediumSlow
543,MediumSlow
544,MediumSlow
545,MediumSlow
546,MediumFast
547,MediumFast
548,MediumFast
549,MediumFast
550,MediumFast
551,MediumSlow
552,MediumSlow
553,MediumSlow
554,MediumSlow
555,MediumSlow
556,MediumFast
557,MediumFast
558,MediumFast
559,MediumFast
560,MediumFast
561,MediumFast
562,MediumFast
563,MediumFast
564,MediumFast
565,MediumFast
566,MediumFast
567,MediumFast
568,MediumFast
569,MediumFast
570,MediumSlow
571,MediumSlow
572,Fast
573,Fast
574,MediumSlow
575,MediumSlow
576,MediumSlow
577,MediumSlow
578,MediumSlow
579,MediumSlow
580,MediumFast
581,MediumFast
582,Slow
583,Slow
584,Slow
585,MediumFast
586,MediumFast
587,MediumFast
588,MediumFast
589,MediumFast
590,MediumFast
591,MediumFast
592,MediumFast
593,MediumFast
594,Fast
595,MediumFast
596,MediumFast
597,MediumFast
598,MediumFast
599,MediumSlow
600,MediumSlow
601,MediumSlow
602,Slow
603,Slow
604,Slow
605,MediumFast
606,MediumFast
607,MediumSlow
608,MediumSlow
609,MediumSlow
610,Slow
611,Slow
612,Slow
613,MediumFast
614,MediumFast
615,MediumFast
616,MediumFast
617,MediumFast
618,MediumFast
619,MediumSlow
620,MediumSlow
621,MediumFast
622,MediumFast
623,MediumFast
624,MediumFast
625,MediumFast
626,MediumFast
627,Slow
628,Slow
629,Slow
630,Slow
631,MediumFast
632,MediumFast
633,Slow
634,Slow
635,Slow
636,Slow
637,Slow
638,Slow
639,Slow
640,Slow
641,Slow
642,Slow
643,Slow
644,Slow
645,Slow
646,Slow
647,Slow
648,Slow
649,Slow
650,MediumSlow
651,MediumSlow
652,MediumSlow
653,MediumSlow
654,MediumSlow
655,MediumSlow
656,MediumSlow
657,MediumSlow
658,MediumSlow
659,MediumFast
660,MediumFast
661,MediumSlow
662,MediumSlow
663,MediumSlow
664,MediumFast
665,MediumFast
666,MediumFast
667,MediumSlow
668,MediumSlow
669,MediumFast
670,MediumFast
671,MediumFast
672,MediumFast
673,MediumFast
674,MediumFast
675,MediumFast
676,MediumFast
677,MediumFast
678,MediumFast
679,MediumFast
680,MediumFast
681,MediumFast
682,MediumFast
683,MediumFast
684,MediumFast
685,MediumFast
686,MediumFast
687,MediumFast
688,MediumFast
689,MediumFast
690,MediumFast
691,MediumFast
692,Slow
693,Slow
694,MediumFast
695,MediumFast
696,MediumFast
697,MediumFast
698,MediumFast
699,MediumFast
700,MediumFast
701,MediumFast
702,MediumFast
703,Slow
704,Slow
705,Slow
706,Slow
707,Fast
708,MediumFast
709,MediumFast
710,MediumFast
711,MediumFast
712,MediumFast
713,MediumFast
714,MediumFast
715,MediumFast
716,Slow
717,Slow
718,Slow
719,Slow
720,Slow
721,Slow
